id,trigger,conditions,script,text,options,notes
lppGileadMissionEndLeaveAttempt,DialogOptionSelected,$option == shrineDoLeavePostEnd,,"Vous regagnez votre navette, prenant une dernière bouffée d'air riche des exhalaisons de la verdure et de la masse humaine.

Alors que votre pilote échange les signaux de décollage avec le contrôle du trafic, il marque une pause devant un jeu inhabituel d'instructions de navigation transmises à votre datapad (désormais récupéré) : on vous dirige vers une aire d'atterrissage desservant un immense complexe monastique, une sorte de centre administratif de l'Église.

La datasphère locale ne fournit pas de détails. Difficile de dire s'il s'agit d'une mesure de sécurité ou d'une négligence pieuse.","lpp_ending1:Suivre the route
lpp_startEndingAbortB:Revenir to your $shipOrFleet instead",
lppGileadShrineStartEndingAbortB,DialogOptionSelected,$option == lpp_startEndingAbortB,"$global.lpp_playerRejectedJaspisRoute = true
FireAll PopulateOptions","Vous ordonnez au pilote de suivre la trajectoire d'ascension originale plutôt que les instructions de navigation inhabituelles.

Il n'y a aucune objection du contrôle du trafic ni aucune demande de communication de suivi alors que vous retournez à votre $shipOrFleet.",,
lppEnding1,DialogOptionSelected,$option == lpp_ending1,ShowImageVisual gilead,"Sur l'aire d'atterrissage, vous êtes accueilli par un solennel Chevalier Luddic. Un Chevalier Initié se tient quelques pas en retrait, s'efforçant d'imiter l'aisance et le calme de son supérieur.

""Capitaine $PlayerName,"" dit le Chevalier, ""Permettez-moi de vous souhaiter la bienvenue au nom de l'Église de la Rédemption Galactique. Je vous transmets une invitation du Révérend Archicuré Jaspis à vous rencontrer et partager un rafraîchissement.""

Le Chevalier s'écarte, faisant signe de son gantelet pour vous inviter à vous diriger vers les bâtiments administratifs.","lpp_ending2:Marcher avec le Chevalier
lpp_endingKnightWhat:""De quoi s'agit-il ?""
lpp_endingKnightAllowed:""Ai-je le droit de refuser ?""
lpp_endingKnightDecline:""Je décline l'invitation.""",
lppEnding1redux,DialogOptionSelected,"$option == lpp_ending1
!$global.jaspisMadeOffer
$global.lpp_playerRejectedFirstJaspisMeeting",ShowImageVisual gilead,"Sur l'aire d'atterrissage, vous êtes accueilli par un solennel Chevalier Luddic. Un Chevalier Initié se tient quelques pas en retrait, s'efforçant d'imiter l'aisance et le calme de son supérieur.

""Capitaine $PlayerName,"" dit le Chevalier, ""Permettez-moi de vous souhaiter une nouvelle fois la bienvenue au nom de l'Église de la Rédemption Galactique. Je vous transmets une invitation du Révérend Archicuré Jaspis à vous rencontrer et partager un rafraîchissement.""

Le chevalier s'écarte, faisant signe de son gantelet pour vous inviter à vous diriger vers les bâtiments administratifs.","lpp_ending2:Marcher avec le Chevalier
lpp_endingKnightInsist:""Jaspis est insistante, n'est-ce pas.""
lpp_endingKnightWhat:""De quoi s'agit-il ?""
lpp_endingKnightAllowed:""Ai-je le droit de refuser ?""
lpp_endingKnightDecline:""Je décline l'invitation.""",
lppGileadShrineStartHubTextA,LPPGileadShrineStartHubA,$player.atrocities <= 1,FireAll LPPGileadShrineStartHub,"L'un de ces accompagnateurs au visage de pierre accueille votre navette sur la plateforme et, sans perdre de temps, s'enquiert fermement mais poliment de la raison de votre présence ici.",,
lppGileadShrineStartHubResponse1,LPPGileadShrineStartHub,,,,lpp_gileadShrineVisit:Visiter le sanctuaire,
lppGileadShrineStartHubResponse2,LPPGileadShrineStartHub,!$askedShrine,,,lpp_gileadShrineInfo1:Questionner sur le sanctuaire,
lppGileadShrineStartHubResponse3,LPPGileadShrineStartHub,,,,lpp_gileadShrineEarlyLeave:Partir,
lppGileadShrineInfo1,DialogOptionSelected,$option == lpp_gileadShrineInfo1,"$askedShrine = true 0
FireAll LPPGileadShrineStartHub","L'accompagnateur explique avec zèle que le sanctuaire commémore le site sacré où Ludd posa pour la première fois le pied sur Gilead et fut prosterné, à la stupeur des non-croyants, pour embrasser la terre elle-même, tant Ludd fut submergé par le toucher extatique de la Divinité.

L'influence de Ludd se répandit par sa vertu même, explique l'accompagnateur, et les machines industrielles de terraformation furent abattues et des fleurs fleurirent dans les décombres. Il n'est fait mention ni de grèves, ni de tempêtes planétaires, ni de sabotage, ni d'inondations et de vagues de chaleur apocalyptiques, ni d'escadrons de terreur corporatifs dans ce récit. L'accompagnateur ne mentionne pas non plus que, techniquement, une planète entière appartenant à la mégacorporation de terraformation Eridani Utopia fut illégalement occupée par un culte radical. Au contraire, les incroyants pleurèrent quand Ludd révéla leurs péchés et leur dit que le pardon était à portée de main sur ce monde-jardin.

C'est un conte moral séduisant, livré avec sincérité.",,
lppGileadShrineVisit1,DialogOptionSelected,$option == lpp_gileadShrineVisit,,"L'accompagnateur acquiesce, expliquant que vous devez laisser vos gardes derrière vous car c'est un lieu de paix, et tous sont égaux sur le Chemin du Pèlerin.

La requête est une demande implicite de sauver les apparences : quelques-uns de vos gardes, désarmés et formés pour les situations exigeant ce degré de subtilité, veillent à votre sécurité comme à l'accoutumée. Vous remarquez d'autres groupes inhabituellement réduits de ""pèlerins"", vêtus simplement mais clairement fortunés par leur allure et leur maintien, guidés par leurs propres accompagnateurs de sanctuaire et escortés de ""cousins éloignés"" inhabituellement musclés.

Nonetheless, les foules qui sortent du complexe de transport, sur une large route de terre battue et de pavés, sont énormes. Ceux qui ne peuvent marcher sont portés ; aucun transport motorisé n'est fourni.",lpp_gileadShrineVisit2:Suivre le chemin,
lppGileadShrineVisit2,DialogOptionSelected,$option == lpp_gileadShrineVisit2,ShowImageVisual gilead,"Le chemin des pèlerins monte le long d'une pente couverte d'arbres plus immenses que tous ceux que vous avez jamais vus. Bien que modestes en échelle comparés aux phénomènes célestes qui sont votre pain quotidien, leur architecture vivante forme une cathédrale naturelle.

Des Chevaliers de Ludd impassibles observent tandis que des accompagnateurs vous guident à travers un passage balisé en arc à travers un dernier bosquet de séquoias géants analogues au sommet du promontoire au terminus de la crête - c'est un temple, étais et longerons entrelacés avec les arbres. La lumière dorée du soleil filtre à travers les lourdes branches, et comme la brise soulève un chœur murmurant de feuillage, vous percevez un parfum terreux par-dessus la masse humaine qui vous entoure.",lpp_gileadShrineVisit3:Approcher du sanctuaire,
lppGileadShrineVisit3,DialogOptionSelected,$option == lpp_gileadShrineVisit3,"ShrineCMD setVisited
FireAll LPPShrineVisitXP
FireBest LPPGileadShrineVisit3BookCheck",Vous n'avez qu'un bref instant devant le maître-autel de bois vivant. De petits gages et offrandes s'entassent parmi des bougies basses et bon marché.,,
lppGileadShrineVisit3bookCheck1,LPPGileadShrineVisit3BookCheck,"$player.gotBookOfLuddFromCotton
!$player.leftCottonBookInGilead",$player.leftCottonBookInGilead = true,,"lpp_gileadShrineCottonBook:Proposer l'exemplaire du Livre de Ludd de Frère Cotton
lpp_gileadShrineVisit4:Continuer",
lppGileadShrineVisit3bookCheck2,LPPGileadShrineVisit3BookCheck,!$player.gotBookOfLuddFromCotton,,,lpp_gileadShrineVisit4:Continuer,
lppGileadShrineVisit3bookCheck3,LPPGileadShrineVisit3BookCheck,$player.leftCottonBookInGilead,,,lpp_gileadShrineVisit4:Continuer,
lppGileadShrineVisit4BookOffer,DialogOptionSelected,$option == lpp_gileadShrineCottonBook,$player.luddicAttitudePather++,"Réfléchissant vite, vous placez le petit livre de Frère Cotton sur le tas d'offrandes. Il se niche parmi les objets en scrimshaw, les babioles et les tirages photo bon marché comme s'il y avait toujours eu sa place.",lpp_gileadShrineVisit4:Continuer,
lppGileadShrineVisit4,DialogOptionSelected,$option == lpp_gileadShrineVisit4,"ShrineCMD setVisited
FireAll LPPShrineVisitXP","Et en un instant, cela passe.

Il fait chaud, et vous êtes dans une foule dense et en sueur, pleine de pèlerins tous repliés sur eux-mêmes, perdus dans leur propre dévotion.

Les accompagnateurs font de leur mieux pour guider les masses le long du chemin principal. Vous devez vous frayer un passage parmi des groupes qui appellent, pleurent, chantent et prient.",lpp_gileadShrineLeave1:Revenir to your $shipOrFleet,
lppGileadShrineEarlyLeave,DialogOptionSelected,$option == lpp_gileadShrineEarlyLeave,"ShowDefaultVisual
FireAll PopulateOptions","Vous retournez à votre navette, prenant une dernière bouffée d'air riche des exhalaisons de la verdure.

Le vol de retour dans votre navette se déroule sans incident.",,
lppGileadShrineStartHubTextA0,LPPGileadShrineStartHubA,$market.lpp_finishPilgrimage score:1000,,"L'un de ces accompagnateurs au visage de pierre accueille votre navette sur la plateforme et, après un double coup d'oeil à un datapad discret, prestement rangé dans ses robes volumineuses, vous invite à le suivre.

""Je suis béni, capitaine $PlayerName,"" dit l'accompagnateur, ""de vous inviter à accomplir le Chemin du Pèlerin en ce jour.""","lpp_gileadPilgrimageEnd1:Continuer
lpp_gileadPilgrimageEndHowKnow:""Comment êtes-vous au courant ?""",
lppGileadPilgrimageEndHowKnow,DialogOptionSelected,$option == lpp_gileadPilgrimageEndHowKnow,,"""Les fidèles doivent savoir rester vigilants face à ce qui vient,"" dit l'accompagnateur avec un regard étrange, puis esquisse presque - mais pas tout à fait - un sourire.

""Je ne veux pas paraître si obscur ; c'est simplement que notre Église a enduré des temps difficiles, et pourrait bien les connaître à nouveau.""","lpp_gileadPilgrimageEnd1:Continuer
lpp_gileadPilgrimageEndHowKnow2:""Vous pensez que des temps difficiles vont venir ?""",
lppGileadPilgrimageEndHowKnow2,DialogOptionSelected,$option == lpp_gileadPilgrimageEndHowKnow2,,"""Je prie pour que non,"" dit l'accompagnateur. ""Nous nous préparons au cas où.""",lpp_gileadPilgrimageEnd1:Continuer,
lppGileadPilgrimageEnd1,DialogOptionSelected,$option == lpp_gileadPilgrimageEnd1,,"C'est un chemin plus étroit que l'on vous fait emprunter ; pas la grande route de l'humanité vers le sanctuaire principal, c'est un sanctuaire secondaire plus modeste à l'abri d'un escarpement dominé par l'immense forêt.

On offre du thé aux pèlerins, et de l'eau, et des ablutions rituelles. L'air est empli de sueur, d'encens et de senteur de pin. Un bourdonnement de psalmodies étranges, déformé par la brise, s'élève et décroît au gré des courants d'air.

Vous voyez des curés du sanctuaire bénir les pèlerins. Bientôt c'est votre tour.",lpp_gileadPilgrimageEnd2:Continuer,
lppGileadShrineLeaveEnd,DialogOptionSelected,$option == lpp_gileadPilgrimageEnd2,"FireBest LPPMoraleWrapUp
AdjustRep luddic_church FRIENDLY 10","Le curé lance des gouttes parfumées et prononce les paroles, bien que ce soit presque un flou. Il est étrange d'être venu de si loin pour cela.",,
lppGileadShrineLeaveEndPather,LPPMoraleWrapUp,$player.luddicAttitudePather >= 3,FireAll LPPMissionWrapUp,"Tout autour de vous, vous voyez le désespoir et la décadence à parts égales canalisés dans les rituels élaborés de l'Église Luddic. Rendus sûrs, rendus commodes ; une couche isolante qui permet aux gens de vivre sans véritablement suivre le Chemin de Ludd.

Il est facile d'oublier ici, dans le fier édifice de l'Église, que Ludd tenait aussi un marteau, et n'hésitait pas à l'utiliser sans hésitation face au mal.",,
lppGileadShrineLeaveEndFaithful,LPPMoraleWrapUp,$player.luddicAttitudeFaithful >= 3,FireAll LPPMissionWrapUp,"Autour de vous coule un fleuve de foi et de rituels. Vos compagnons de pèlerinage ont choisi leur dessein à poursuivre, celui du message de Ludd. Dans l'épreuve collective de la vie dans le Secteur Persan, comme dans l'épreuve collective du pèlerinage, ils trouvent une sorte de paix et de sens absente du vide laissé par l'Effondrement.",,
lppGileadShrineLeaveEndCynical,LPPMoraleWrapUp,$player.luddicAttitudeCynical >= 3,FireAll LPPMissionWrapUp,"Autour de vous, les gens font les gestes du pèlerinage et du rituel, jouant les formes d'une grande signification pour leur prophète Ludd. Il est presque incroyable de voir ce qui a été bâti sur les divagations intentionnellement obscurcies d'un seul agitateur. Il est impossible de savoir ce que Ludd aurait pensé de tout cela.

L'Église, bien entendu, fait bonne figure de prétendre le savoir, et elle en prospère.",,
lppGileadShrineLeaveEndAtheistic,LPPMoraleWrapUp,$player.luddicAttitudeAtheistic >= 3,FireAll LPPMissionWrapUp,"Autour de vous coule un fleuve de pèlerins. Ils ont investi tant de sens dans le voyage qu'ils ont accompli, supposément sur les traces de leur prophète Ludd. Il est presque incroyable de voir combien a été bâti sur les mots d'une seule figure obscure qui a eu la chance d'être bénie par les circonstances d'un grand charisme et d'un moment pour infléchir le cours de l'histoire.

Que penserait le - certainement - défunt Ludd de ce qu'il est advenu de tout cela ?",,
lppGileadShrineLeaveEndSecular,LPPMoraleWrapUp,,FireAll LPPMissionWrapUp,"Autour de vous coule un fleuve de pèlerins. Ils ont trouvé un sens dans le voyage qu'ils ont accompli entre les sanctuaires, suivant le chemin de leur prophète Ludd. Il est presque incroyable de voir combien a été bâti sur les mots d'une seule personne qui, bénie ou maudite par les circonstances, a infléchi le cours de l'histoire à travers le visage du Domaine et de l'Effondrement.

Contemplant les foules, les arcs brisés, les arbres au-delà- Que penserait Ludd de tout ceci ?",,#secular default
lppGileadShrineLeave0,LPPMissionWrapUp,,"$global.lpp_completed = true
Call $global.lpp_ref giveLastVisitXP
Call $global.lpp_ref postMissionCleanup
Call $global.lpp_ref updateStage",,shrineDoLeavePostEnd:Quitter le sanctuaire,
lppGileadShrineLeave1,DialogOptionSelected,$option == lpp_gileadShrineLeave1,"ShowImageVisual luddic_shrine
$option = lpp_hookStart 0
FireBest DialogOptionSelected",Vous retournez dans les halls ombragés du complexe de transport.,,
lppGileadShrineLeaveDoEnding,DialogOptionSelected,"$option == lpp_gileadShrineLeave1
$market.lpp_finishPilgrimage",,"Vous pénétrez dans les halls ombragés du complexe de transport et vous dirigez vers l'aire d'atterrissage de votre navette.

Un des préposés du sanctuaire vous intercepte et, après un rapide coup d'oeil à un datapad discret (prestement glissé dans les plis de ses robes volumineuses), vous invite à le suivre.

""Je suis béni, Capitaine $PlayerName,"" dit le préposé, ""de vous inviter à accomplir le Chemin du Pèlerin en ce jour.""","lpp_gileadPilgrimageEnd1:Continuer
lpp_gileadPilgrimageEndHowKnow:""Comment êtes-vous au courant ?""",
,,,,,,
# LPP end sequence - meeting Jaspis,,,,,,
lppEnding1KnightInsist,DialogOptionSelected,$option == lpp_endingKnightInsist,RemoveOption lpp_endingKnightInsist,Le Chevalier se contente d'un petit salut en guise d'accusé de réception de votre description de l'Archicuré. Vous supposez qu'il fait preuve de diplomatie.,,
lppEnding1KnightWhat,DialogOptionSelected,$option == lpp_endingKnightWhat,RemoveOption lpp_endingKnightWhat,"""Je l'ignore. Mon devoir est de vous offrir cette hospitalité au nom du Révérend Archicuré,"" dit le Chevalier, puis ajoute après réflexion : ""Vous n'êtes accusé d'aucune hérésie, ni d'aucun crime séculier. Votre sécurité est mon devoir."" ",,
