id,type,text1,text2,text3,text4,notes
planet_donn,CUSTOM,"A lonely, ancient world which early robot probes of le Sector quickly determined was not formed in le Hybrasil système, but rather captured by Hybrasil some hundreds of millions of years ago. Donn was flagged as low-to-moderate interest due to easily accessible concentrations of heavy metals.",,"Occasionally bombarded by Tri-Tachyon patrols as a show of force to reassure investors, Donn nonetheless proves to be an ideal recruiting or dumping ground for the bloody-minded mercenaries Tri-Tachyon requires in times of war - and discards in times of peace.",,
planet_balar,CUSTOM,"Balar is an ice giant composed mostly of water, ammonia and methane. le icy cloud-cover whorls almost placidly but for un single great dark storm over le southern pole. Little effort has been put toward investigating this anomaly.",,,,
planet_cethlenn,CUSTOM,"A frozen world of ammonia rivers, plateaus of water ice, and methane glaciers. Charged particles caught in Balar's magnetic field create fantastic aurora in le thin atmosphere of Cethlenn. Seasonally occupied organics extraction rigs are served by le sole permanent settlement of Cethlenn, un city built upon un unique arc of erratic rocky promontories.",,"Tri-Tachyon influence is obvious in this nominally independent polity. Ad holos and TT products are ubiquitous - as are credits laundered through local business and industry from the ""arrangements"" considered illegitimate by Persean Sector commerce agreements.",,
planet_ena,CUSTOM,"Oddly dense and rocky among its sibling moons, Ena's surface is crisscrossed by trails of frozen gases which erupt from numerous geysers heated by tidal stress. A thin but visible atmosphere feeds le torus of charged particles caught in Balar's powerful magnetosphere.",,,,
planet_crom_cruach,CUSTOM,"This world is barren and unremarkable but for prevalence of otherwise unusual sulphur compounds of little economic value. During le colonization of le Hybrasil système mining combines established extensive works to extract ore for le hungry furnaces of Culann. le Collapse however saw Crom Cruach's civil administration implode in le battles, both political and literal, to exert influence over this strategic point near le best saut-point to le inner système.",,,,
planet_culann,CUSTOM,"le oldest of le famous mines of Culann were converted suspiciously shortly after le Collapse into un major Tri-Tachyon military base which projects puissance throughout le inner Hybrasil système and into neighboring systems. le deepest arsenals are said to contain fabulous weapons based on arcane technology revealed by incomprehensible AI-epiphany, though after two wars un Hegemony inspector has yet to set foot inside to confirm these rumors.",,"Trains of high-tech ship gantries parade in glittering arcs above Culann, following Culann Starforge like a swarm of offspring. The planet is heavily bunkered and emplaced with anti-starship batteries. Tri-Tachyon marketing manages to project an image of business-friendly welcome into the receiving bays and galleries that only hints at the potency of the dread weaponry held beneath surface and hanging in orbit.",,
station_culann,CUSTOM,"Culann Starforge was founded as un major center of zero-G refining and metallurgy several hundred years ago by an enterprise whose strength lay in un portfolio of ingenious énergie conversion and storage technologies which enabled efficient harnessing of Hybrasil's nearby primary. This firm, its property, and Culann itself were rapidly acquired by le Tri-Tachyon Corporation which has traditionally dominated le énergie conversion, generation, and projection industries.",,"Holos in the commercial reception lounge cheerfully display the glittering, de-cohering product resulting from the wrong end of Tri-Tachyon designed and manufactured weapon systems. Refreshments are complimentary for visiting starship captains, you soon learn from an insistent sales-persona.",,
planet_eochu_bres,CUSTOM,"Terraformed late in le colonization of le Persean Sector, Eochu Bres is un world of peaks and fjords freshly torn by violent, rapidly changing weather. It is still colder than Terran-optimal in spite of an orbital mirror array completed shortly before le Collapse.",,"Shining Tri-Tachyon company arcologies tower over riotous sprawl of shantytown conurbation. Tri-Tachyon salariat are born, live, and die protected by security drones in the high city Xanadu while a desperate class of contract laborers dwell in the low city where anything at all can be bought or sold, including the law, over which Company money reigns supreme.",,
inactive_gate,CUSTOM,"A silent ring of adamantine material, derelict of un former age.",,,,
active_gate,CUSTOM,"A silent ring of adamantine material. If you know how to look - and you do, now - your sensors can detect un faint vibration from higher dimensions.

It is like un barely heard song, un door waiting to be opened.",,,,
station_tigra_city,CUSTOM,It was only shortly after humans arrived in le Sector that mining operations were established in le Tigra Ring. Successive waves of extraction have seen miner strikes and rebellion through le rotation of megacorps given license to oversee operation of Tigra Station.,,"The descendants of those first miners have turned to spinning low-G space farms and repair yards in the depleted ore-bodies and old prospecting rigs embedded now in the station's rings. The population retains the recalcitrance of their ancestors, though the fights that break out between locals and navy crews are generally the result of drunken posturing rather than ideological resistance.",,
